title,price_text,price,category,city,location,type_transaction,rooms,post_time,post_date,post_month,post_year,post_day,post_dayofweek,post_weekend,post_hour,post_period,season
À VENDRE MAISON EN DUPLEX S+3 À RADES MELIANE 2,590000 DT,590000,3,Ben arous,Radès,1,3,2026-02-11 15:28:00,2026-02-11,2,2026,11,2,0,15,Après-midi,Hiver
studio a louer par jour tel 58753702,55 DT,55,0,Ben arous,Hammam Lif,0,0,2026-02-05 18:52:00,2026-02-05,2,2026,5,3,0,18,Après-midi,Hiver
studio meublé a louer 50dt par jour,55 DT,55,0,Ben arous,Hammam Lif,0,0,2026-02-05 18:50:00,2026-02-05,2,2026,5,3,0,18,Après-midi,Hiver
"A loyer, pour Etudiant Ap S+2 bir El kassaa, proche de busi",550 DT,550,0,Ben arous,El Mourouj,0,2,2026-02-04 23:05:00,2026-02-04,2,2026,4,2,0,23,Soir,Hiver
Appartement HST S+3 – Medina,325000 DT,325000,1,Ben arous,Medina Jedida,1,3,2026-02-04 12:38:00,2026-02-04,2,2026,4,2,0,12,Matin,Hiver
"Appartement S+1 de 62,19 m² au 7ème étage – Nouvelle Cité El",164740 DT,164740,1,Ben arous,Medina Jedida,1,1,2026-01-27 22:58:00,2026-01-27,1,2026,27,1,0,22,Soir,Hiver
"Appartement S+2 Haut Standing – 104,98 m² – RDC – Parking so",273820 DT,273820,1,Ben arous,Medina Jedida,1,2,2026-01-27 22:58:00,2026-01-27,1,2026,27,1,0,22,Soir,Hiver
"Appartement S+2 Haut Standing – 109,55 m² – 5ème étage – Pa",278880 DT,278880,1,Ben arous,Medina Jedida,1,2,2026-01-27 22:58:00,2026-01-27,1,2026,27,1,0,22,Soir,Hiver
"Appartement S+2 Haut Standing – 104,98 m² – 6ème étage – Par",268770 DT,268770,1,Ben arous,Medina Jedida,1,2,2026-01-27 22:58:00,2026-01-27,1,2026,27,1,0,22,Soir,Hiver
"Appartement S+1 Haut Standing – 62,19 m² – Direct Promoteur",172820 DT,172820,1,Ben arous,Medina Jedida,1,1,2026-01-24 22:26:00,2026-01-24,1,2026,24,5,1,22,Soir,Hiver
"Appartement S+2 Haut Standing – 111,83 m² – Direct Promoteu",275840 DT,275840,1,Ben arous,Medina Jedida,1,2,2026-01-24 22:26:00,2026-01-24,1,2026,24,5,1,22,Soir,Hiver
À VENDRE APPARTEMENT S+2 RÉNOVÉ À RADES SNIT (CHEMINOT),110000 DT,110000,1,Ben arous,Radès,1,2,2026-01-23 22:49:00,2026-01-23,1,2026,23,4,0,22,Soir,Hiver
À VENDRE VILLA S+3 À RÉNOVER À BEN AROUS,530000 DT,530000,3,Ben arous,Ben Arous,1,3,2026-01-23 22:49:00,2026-01-23,1,2026,23,4,0,22,Soir,Hiver
À LOUER ÉTAGE DE VILLA S+4 JAMAIS HABITÉ À RADES MED ALI,1100 DT,1100,0,Ben arous,Radès,0,4,2026-01-23 22:49:00,2026-01-23,1,2026,23,4,0,22,Soir,Hiver
À VENDRE VILLA S+5 DANS LA QUIÈTUDE DE RADES MONGIL,1300000 DT,1300000,3,Ben arous,Radès,1,5,2026-01-23 22:49:00,2026-01-23,1,2026,23,4,0,22,Soir,Hiver
À vendre Appartement S+2 de 76 m² au 1er étage – Mohammedia,89000 DT,89000,1,Ben arous,Mohamedia,1,2,2026-01-22 18:36:00,2026-01-22,1,2026,22,3,0,18,Après-midi,Hiver
📢 À LOUER – 2 Appartements S+2 neufs à Ezzahra Loulija,900 DT,900,0,Ben arous,Ezzahra,0,2,2026-01-21 22:01:00,2026-01-21,1,2026,21,2,0,22,Soir,Hiver
"Maison à vendre à Mhamdia – S+2 habitable, étage inachevé",255000 DT,255000,3,Ben arous,Mohamedia,1,2,2026-01-15 19:44:00,2026-01-15,1,2026,15,3,0,19,Soir,Hiver
"À vendre appartement S+2 au RDC, 80 m², bien entretenu – Qua",210000 DT,210000,1,Ben arous,Medina Jedida,1,2,2026-01-07 20:15:00,2026-01-07,1,2026,7,2,0,20,Soir,Hiver
A vendre Appartement s2 à hammam-lif,220000 DT,220000,1,Ben arous,Hammam Lif,1,2,2026-01-06 15:19:00,2026-01-06,1,2026,6,1,0,15,Après-midi,Hiver
Etage de villa s2 à Ezzahra nakhil,850 DT,850,0,Ben arous,Ezzahra,0,2,2026-01-03 00:13:00,2026-01-02,1,2026,2,4,0,0,,Hiver
villa s+5,4500 DT,4500,4,Ben arous,Mégrine,0,5,2025-11-24 20:06:00,2025-11-24,11,2025,24,0,0,20,Soir,Automne
AAPARTEMENT S+2,600 DT,600,0,Ben arous,El Mourouj,0,2,2025-11-16 17:10:00,2025-11-16,11,2025,16,6,1,17,Après-midi,Automne
À Vendre – Appartement S+2 Rez-de-Chaussée avec Place de Par,145000 DT,145000,1,Ben arous,El Mourouj,1,2,2025-10-30 13:20:00,2025-10-30,10,2025,30,3,0,13,Après-midi,Automne
Appartement s2 rdc à Ezzahra,240000 DT,240000,1,Ben arous,Ezzahra,1,2,2025-10-22 11:38:00,2025-10-22,10,2025,22,2,0,11,Matin,Automne
A louer un S+1 meublé à Ezzahra loulija,1200 DT,1200,0,Ben arous,Ezzahra,0,1,2025-10-22 10:20:00,2025-10-22,10,2025,22,2,0,10,Matin,Automne
A louer studio s+0,360 DT,360,0,Ben arous,Medina Jedida,0,0,2025-10-21 23:42:00,2025-10-21,10,2025,21,1,0,23,Soir,Automne
Appartement ezzahra s2,165000 DT,165000,1,Ben arous,Ezzahra,1,2,2025-10-13 10:57:00,2025-10-13,10,2025,13,0,0,10,Matin,Automne
À louer – Duplex S+3 entièrement rénové avec garage Mourouj3,1400 DT,1400,0,Ben arous,El Mourouj,0,3,2025-10-10 22:52:00,2025-10-10,10,2025,10,4,0,22,Soir,Automne
À vendre : Appartement S+3 spacieux et lumineux à Borj Cédri,200000 DT,200000,1,Ben arous,Hammam Chott,1,3,2025-09-25 00:14:00,2025-09-24,9,2025,24,2,0,0,,Automne
"Appartement S+2 , A vendre, numéro ( 92 866 089 )",0 DT,0,1,Ben arous,Radès,1,2,2025-09-19 15:34:00,2025-09-19,9,2025,19,4,0,15,Après-midi,Automne
Opportunité a megrine s+1,700 DT,700,0,Ben arous,Mégrine,0,1,2025-09-01 23:54:00,2025-09-01,9,2025,1,0,0,23,Soir,Automne
appart s+3,1200 DT,1200,0,Ben arous,Radès,0,3,2025-08-07 15:32:00,2025-08-07,8,2025,7,3,0,15,Après-midi,Été
Appartement S2 à Borj Cedria,280000 DT,280000,1,Ben arous,Borj Cedria,1,2,2025-08-03 11:26:00,2025-08-03,8,2025,3,6,1,11,Matin,Été
appartement s+3,360000 DT,360000,1,Ben arous,Ezzahra,1,3,2025-07-02 11:29:00,2025-07-02,7,2025,2,2,0,11,Matin,Été
Appartement S2 À El Médina El Jadida,128000 DT,128000,1,Ben arous,Medina Jedida,1,2,2025-06-27 15:07:00,2025-06-27,6,2025,27,4,0,15,Après-midi,Été
appartement s+2,150 DT,150,1,Ben arous,Radès,1,2,2025-06-24 17:28:00,2025-06-24,6,2025,24,1,0,17,Après-midi,Été
Pour la location Appartement s+1 a Megrine,750 DT,750,0,Ben arous,Mégrine,0,1,2025-06-12 20:24:00,2025-06-12,6,2025,12,3,0,20,Soir,Été
Pour la vente appartement s+2 a rénové au rades choucha,150000 DT,150000,3,Ben arous,Mégrine,1,2,2025-06-09 13:55:00,2025-06-09,6,2025,9,0,0,13,Après-midi,Été
Pour la vente appartement s+2 a rénové au rades choucha,150000 DT,150000,1,Ben arous,Mégrine,1,2,2025-06-09 13:55:00,2025-06-09,6,2025,9,0,0,13,Après-midi,Été
Pour la vente Ezzahra s+3,360000 DT,360000,1,Ben arous,Ezzahra,1,3,2025-06-09 13:55:00,2025-06-09,6,2025,9,0,0,13,Après-midi,Été
Appartement s+4 a ezzahra,380000 DT,380000,1,Ben arous,Ezzahra,1,4,2025-06-09 13:55:00,2025-06-09,6,2025,9,0,0,13,Après-midi,Été
Pour la location Appartement s+2 sidi rzig,950 DT,950,0,Ben arous,Mégrine,0,2,2025-05-17 14:54:00,2025-05-17,5,2025,17,5,1,14,Après-midi,Printemps
Pour la vente Ezzahra s+3,360000 DT,360000,4,Ben arous,Ezzahra,0,3,2025-05-15 17:53:00,2025-05-15,5,2025,15,3,0,17,Après-midi,Printemps
Appartement s+4 a ezzahra,380000 DT,380000,3,Ben arous,Ezzahra,1,4,2025-05-15 17:52:00,2025-05-15,5,2025,15,3,0,17,Après-midi,Printemps
A louer 📍 Mégrine coteaux s+4,1800 DT,1800,4,Ben arous,Mégrine,0,4,2025-05-15 17:52:00,2025-05-15,5,2025,15,3,0,17,Après-midi,Printemps
Appartement haut standing s2,850 DT,850,0,Ben arous,Radès,0,2,2025-04-24 09:34:00,2025-04-24,4,2025,24,3,0,9,Matin,Printemps
appartement s+3,280 DT,280,1,Ben arous,Ezzahra,1,3,2025-04-16 21:35:00,2025-04-16,4,2025,16,2,0,21,Soir,Printemps
Apparemment S+2,600 DT,600,0,Ben arous,El Mourouj,0,2,2025-03-13 10:04:00,2025-03-13,3,2025,13,3,0,10,Matin,Printemps
appartement s+3,1600 DT,1600,4,Ben arous,Mégrine,0,3,2025-02-03 15:29:00,2025-02-03,2,2025,3,0,0,15,Après-midi,Hiver
S1 50m2 propriétaire Denden,106000 DT,106000,1,Manouba,Denden,1,1,2025-12-16 09:26:00,2025-12-16,12,2025,16,1,0,9,Matin,Hiver
Vente S+3 à Manouba,260000 DT,260000,1,Manouba,Manouba Ville,1,3,2025-10-06 13:34:00,2025-10-06,10,2025,6,0,0,13,Après-midi,Automne
Appartement S+3 – 133 m² – La Manouba,413000 DT,413000,1,Manouba,Manouba Ville,1,3,2025-10-03 23:26:00,2025-10-03,10,2025,3,4,0,23,Soir,Automne
Appartement S3 à La Manouba,330000 DT,330000,1,Manouba,Manouba Ville,1,3,2025-05-08 13:25:00,2025-05-08,5,2025,8,3,0,13,Après-midi,Printemps
🔑 : Appartement S+2 📍 : Manouba,750 DT,750,0,Manouba,Manouba Ville,0,2,2025-03-18 12:51:00,2025-03-18,3,2025,18,1,0,12,Matin,Printemps
A louer étage de villa s2 à manouba,950 DT,950,4,Manouba,Manouba Ville,0,2,2025-03-06 14:54:00,2025-03-06,3,2025,6,3,0,14,Après-midi,Printemps
A vendre des appartements S+2 direct promoteur à Manouba,260000 DT,260000,1,Manouba,Manouba Ville,1,2,2025-03-06 14:53:00,2025-03-06,3,2025,6,3,0,14,Après-midi,Printemps
A vendre duplex s2 à Oued elil,220000 DT,220000,1,Manouba,Oued Ellil,1,2,2025-03-06 14:53:00,2025-03-06,3,2025,6,3,0,14,Après-midi,Printemps
A vendre appartement s3 hst à manouba,370000 DT,370000,1,Manouba,Manouba Ville,1,3,2025-03-06 14:52:00,2025-03-06,3,2025,6,3,0,14,Après-midi,Printemps
A vendre appartement s2 à Manouba,180000 DT,180000,1,Manouba,Manouba Ville,1,2,2025-03-06 14:52:00,2025-03-06,3,2025,6,3,0,14,Après-midi,Printemps
à vendre appartement s3 à manouba,315000 DT,315000,1,Manouba,Manouba Ville,1,3,2025-03-06 14:52:00,2025-03-06,3,2025,6,3,0,14,Après-midi,Printemps
Appartement S+1 au Manouba,700 DT,700,0,Manouba,Manouba Ville,0,1,2025-02-04 15:51:00,2025-02-04,2,2025,4,1,0,15,Après-midi,Hiver
Appartement S+1 meublé 📍 Manouba,850 DT,850,0,Manouba,Manouba Ville,0,1,2025-01-22 11:11:00,2025-01-22,1,2025,22,2,0,11,Matin,Hiver
Appartement S+2 bien meublé,450 DT,450,0,Kairouan,Kairouan Sud,0,2,2026-02-22 13:34:00,2026-02-22,2,2026,22,6,1,13,Après-midi,Hiver
Villa S 2 avec piscine à vendre à Tezdaine Djerba ZA,365000 DT,365000,3,Medenine,Djerba-Houmt Souk,1,2,2025-12-08 21:37:00,2025-12-08,12,2025,8,0,0,21,Soir,Hiver
Villa S+4 avec Piscine Privée à louer à l'année– Djerba Mido,2500 DT,2500,4,Medenine,Djerba - Midoun,0,4,2025-11-08 14:48:00,2025-11-08,11,2025,8,5,1,14,Après-midi,Automne
Villa S 2 avec piscine à vendre à Tezdaine Djerba ZA,400000 DT,400000,3,Medenine,Djerba - Midoun,1,2,2025-08-18 13:41:00,2025-08-18,8,2025,18,0,0,13,Après-midi,Été
À VENDRE En Exclusivité S+2 à Ennaser 2,315000 DT,315000,1,Ariana,Ennasr,1,2,2026-03-23 09:50:00,2026-03-23,3,2026,23,0,0,9,Matin,Printemps
A louer un appartement S+1 à Ennaser,1000 DT,1000,0,Ariana,Ennasr,0,1,2026-03-23 09:50:00,2026-03-23,3,2026,23,0,0,9,Matin,Printemps
À louer En Exclusivité Appartement S+2 vide à Ennaser 2.,1400 DT,1400,0,Ariana,Ennasr,0,2,2026-03-23 09:50:00,2026-03-23,3,2026,23,0,0,9,Matin,Printemps
À louer Appartement S+2 avec jardin et terrasse – Menzah 9B,1700 DT,1700,0,Ariana,Menzah,0,2,2026-03-23 09:50:00,2026-03-23,3,2026,23,0,0,9,Matin,Printemps
Apt S1 meublé spacieux pour étranger,1200 DT,1200,0,Ariana,Ennasr,0,2,2026-03-22 23:10:00,2026-03-22,3,2026,22,6,1,23,Soir,Printemps
Particulier L Apt S2 ht standing Ennasr2 à l'année,1600 DT,1600,1,Ariana,Ennasr,1,2,2026-03-22 23:10:00,2026-03-22,3,2026,22,6,1,23,Soir,Printemps
ENNASR 2 : APPARTEMENT S+1 À LOUER,850 DT,850,0,Ariana,Ennasr,0,1,2026-03-22 16:16:00,2026-03-22,3,2026,22,6,1,16,Après-midi,Printemps
MENZAH 9 C : APPARTEMENT S+1 RICHEMENT MEUBLÉE À LOUER,1500 DT,1500,0,Ariana,Menzah,0,1,2026-03-22 16:16:00,2026-03-22,3,2026,22,6,1,16,Après-midi,Printemps
EL MENZAH 7 BIS – APPARTEMENTS S+3 À VENDRE,390000 DT,390000,1,Ariana,Menzah,1,3,2026-03-22 16:16:00,2026-03-22,3,2026,22,6,1,16,Après-midi,Printemps
RIADH EL ANDALOUS : APPARTEMENT S +1 A LOUER,850 DT,850,0,Ariana,Ghazela,0,1,2026-03-22 16:15:00,2026-03-22,3,2026,22,6,1,16,Après-midi,Printemps
Très luxueux appartement S2 meublé à Soukra parc,630000 DT,630000,1,Ariana,La Soukra,1,2,2026-03-22 10:50:00,2026-03-22,3,2026,22,6,1,10,Matin,Printemps
Pour étranger S+1 meublé Ennasr2,1200 DT,1200,0,Ariana,Ennasr,0,1,2026-03-21 13:43:00,2026-03-21,3,2026,21,5,1,13,Après-midi,Printemps
Excellent S2 meublé Pour étranger Ennasr2,1600 DT,1600,0,Ariana,Ennasr,0,2,2026-03-21 13:42:00,2026-03-21,3,2026,21,5,1,13,Après-midi,Printemps
ENNASR 2 : S+1 RICHEMENT MEUBLÉ À LOUER,1100 DT,1100,0,Ariana,Ennasr,0,1,2026-03-21 10:49:00,2026-03-21,3,2026,21,5,1,10,Matin,Printemps
GHAZELA : APPARTEMENT S+3 A VENDRE,355000 DT,355000,1,Ariana,Ghazela,1,3,2026-03-21 10:49:00,2026-03-21,3,2026,21,5,1,10,Matin,Printemps
ARIANA ESSOUGHRA: RDC DE VILLA S+3 MEUBLÉ JAMAIS,1600 DT,1600,0,Ariana,Ghazela,0,3,2026-03-21 10:49:00,2026-03-21,3,2026,21,5,1,10,Matin,Printemps
📍 RIADH EL ANDALOUS : APPARTEMENT S +3 A,380000 DT,380000,1,Ariana,Ghazela,1,3,2026-03-21 10:49:00,2026-03-21,3,2026,21,5,1,10,Matin,Printemps
S+1 meublé 450 dinars par semaine a soukra,450 DT,450,0,Ariana,La Soukra,0,1,2026-03-20 15:34:00,2026-03-20,3,2026,20,4,0,15,Après-midi,Printemps
S+1 totalement meublé a soukra,500 DT,500,0,Ariana,La Soukra,0,1,2026-03-20 15:34:00,2026-03-20,3,2026,20,4,0,15,Après-midi,Printemps
Luxueux S+2 meublé a Soukra 95 d/j,90 DT,90,0,Ariana,La Soukra,0,2,2026-03-20 15:34:00,2026-03-20,3,2026,20,4,0,15,Après-midi,Printemps
S+2 meublé a tunis la soukra 85 d/j,85 DT,85,4,Ariana,Ariana Ville,0,2,2026-03-20 15:34:00,2026-03-20,3,2026,20,4,0,15,Après-midi,Printemps
Propriétaire L S2 meublé excellent pr étranger à l'année,1600 DT,1600,0,Ariana,Ennasr,0,2,2026-03-20 10:16:00,2026-03-20,3,2026,20,4,0,10,Matin,Printemps
"Appartement "" MARIA "" S+3",400000 DT,400000,1,Ariana,Ennasr,1,3,2026-03-19 23:22:00,2026-03-19,3,2026,19,3,0,23,Soir,Printemps
À louer – Appart S+2 meublé et spacieux à Ennasr 2,1700 DT,1700,0,Ariana,Ennasr,0,2,2026-03-19 15:23:00,2026-03-19,3,2026,19,3,0,15,Après-midi,Printemps
A louer S+1 richement meublé Menzah 9c,1500 DT,1500,0,Ariana,Menzah,0,1,2026-03-19 10:43:00,2026-03-19,3,2026,19,3,0,10,Matin,Printemps
En Exclusivité A louer un appartement S+1 à Ennaser,1000 DT,1000,0,Ariana,Ennasr,0,1,2026-03-19 10:43:00,2026-03-19,3,2026,19,3,0,10,Matin,Printemps
A louer un luxueux S+1 Jamais habité à Menzah 9c,1100 DT,1100,0,Ariana,Menzah,0,1,2026-03-19 10:43:00,2026-03-19,3,2026,19,3,0,10,Matin,Printemps
A louer un appartement S+1 à cité Ennasr,730 DT,730,0,Ariana,Ennasr,0,1,2026-03-19 10:43:00,2026-03-19,3,2026,19,3,0,10,Matin,Printemps
ENNASR 1 : APPARTEMENT S+2 A LOUER AVEC JARDIN,1500 DT,1500,0,Ariana,Ennasr,0,2,2026-03-19 01:07:00,2026-03-19,3,2026,19,3,0,1,Nuit,Printemps
Particulier L S2 meublé excellent pr étranger Ennasr2,1600 DT,1600,0,Ariana,Ennasr,0,2,2026-03-18 18:58:00,2026-03-18,3,2026,18,2,0,18,Après-midi,Printemps
Location S+1 meublé pour étranger,1200 DT,1200,0,Ariana,Ennasr,0,1,2026-03-18 18:58:00,2026-03-18,3,2026,18,2,0,18,Après-midi,Printemps
MENZAH 9 C : APPARTEMENT S+2 À LOUER,1460 DT,1460,0,Ariana,Menzah,0,2,2026-03-18 10:59:00,2026-03-18,3,2026,18,2,0,10,Matin,Printemps
à Louer S+1 richement meublé Menzah 9c,1600 DT,1600,0,Ariana,Menzah,0,1,2026-03-18 09:29:00,2026-03-18,3,2026,18,2,0,9,Matin,Printemps
Appartement S+3 avec grande terrasse à La Soukra,2300 DT,2300,0,Ariana,La Soukra,0,3,2026-03-17 12:24:00,2026-03-17,3,2026,17,1,0,12,Matin,Printemps
📍 À louer à Menzah9C : S+2 meublé,1600 DT,1600,0,Ariana,Menzah,0,2,2026-03-17 09:27:00,2026-03-17,3,2026,17,1,0,9,Matin,Printemps
À louer S+1 meublé – Menzah 6,1700 DT,1700,0,Ariana,Ennasr,0,1,2026-03-17 09:27:00,2026-03-17,3,2026,17,1,0,9,Matin,Printemps
A vendre un appartement s+3 retapé à cité Ennasr,395000 DT,395000,1,Ariana,Ennasr,1,3,2026-03-17 09:27:00,2026-03-17,3,2026,17,1,0,9,Matin,Printemps
À louer En exclusivité Un très bel appartement S+1 à Ennasr,950 DT,950,0,Ariana,Ennasr,0,1,2026-03-17 09:26:00,2026-03-17,3,2026,17,1,0,9,Matin,Printemps
Particulier L Apt S2 meublé à l'année,1600 DT,1600,0,Ariana,Ennasr,0,2,2026-03-16 19:18:00,2026-03-16,3,2026,16,0,0,19,Soir,Printemps
A Vendre Appartement S+2 Haut Standing à Nouvelle Soukra,465000 DT,465000,1,Ariana,La Soukra,1,2,2026-03-16 16:54:00,2026-03-16,3,2026,16,0,0,16,Après-midi,Printemps
RIADH EL ANDALOUS: UNE BELLE VILLA S+5 À VENDRE,1280000 DT,1280000,3,Ariana,Ghazela,1,5,2026-03-16 09:20:00,2026-03-16,3,2026,16,0,0,9,Matin,Printemps
S+1 Meublé Ennaser 2 avec P.Parking au sous sol,1200 DT,1200,0,Ariana,Ennasr,0,1,2026-03-15 23:52:00,2026-03-15,3,2026,15,6,1,23,Soir,Printemps
ENNASR 2 : S+1 RICHEMENT MEUBLÉ A LOUER,1200 DT,1200,0,Ariana,Ennasr,0,1,2026-03-15 12:24:00,2026-03-15,3,2026,15,6,1,12,Matin,Printemps
📍MENZAH 7 BIS : APPART S+4 DE 190 M2 À VENDRE,380000 DT,380000,1,Ariana,Menzah,1,4,2026-03-15 11:01:00,2026-03-15,3,2026,15,6,1,11,Matin,Printemps
ENNASR 2 – Élégant Appartement S+2 avec Jardin Privatif,480000 DT,480000,1,Ariana,Ennasr,1,2,2026-03-15 11:01:00,2026-03-15,3,2026,15,6,1,11,Matin,Printemps
ENNASR 2 : S+3 A LOUER,1700 DT,1700,0,Ariana,Ennasr,0,3,2026-03-13 13:46:00,2026-03-13,3,2026,13,4,0,13,Après-midi,Printemps
ENNASR 2 : APPARTEMENT S+3 À LOUER,2000 DT,2000,0,Ariana,Ennasr,0,3,2026-03-13 13:46:00,2026-03-13,3,2026,13,4,0,13,Après-midi,Printemps
Excellent Apt S1 Ennasr2 bien placé.,1200 DT,1200,0,Ariana,Ennasr,0,1,2026-03-12 19:26:00,2026-03-12,3,2026,12,3,0,19,Soir,Printemps
ENNASR 2 : S+1 RICHEMENT MEUBLÉ A LOUER,1320 DT,1320,0,Ariana,Ennasr,0,1,2026-03-12 10:02:00,2026-03-12,3,2026,12,3,0,10,Matin,Printemps
Propriétaire L S2 Ennasr2 meublé à l'année pour étranger,1600 DT,1600,0,Ariana,Ennasr,0,2,2026-03-11 19:20:00,2026-03-11,3,2026,11,2,0,19,Soir,Printemps
Studio meublé,880 DT,880,0,Ariana,Ariana Ville,0,0,2026-03-11 18:14:00,2026-03-11,3,2026,11,2,0,18,Après-midi,Printemps
A louer une villa s+5,3000 DT,3000,4,Ariana,La Soukra,0,5,2026-03-11 15:02:00,2026-03-11,3,2026,11,2,0,15,Après-midi,Printemps
Villa S+4 à rénover – El Menzah 4,1680000 DT,1680000,3,Ariana,Menzah,1,4,2026-03-11 15:02:00,2026-03-11,3,2026,11,2,0,15,Après-midi,Printemps
ENNASR 1 – S+4 À VENDRE,420000 DT,420000,1,Ariana,Ennasr,1,4,2026-03-11 12:06:00,2026-03-11,3,2026,11,2,0,12,Matin,Printemps
📍ENNASR 2 : APPARTEMENT S+2 DE HST A LOUER,1600 DT,1600,0,Ariana,Ennasr,0,2,2026-03-11 12:06:00,2026-03-11,3,2026,11,2,0,12,Matin,Printemps
ENNASR 2 : APPARTEMENT S+1 A VENDRE,225000 DT,225000,1,Ariana,Ennasr,1,1,2026-03-11 12:06:00,2026-03-11,3,2026,11,2,0,12,Matin,Printemps
📍ENNASR 2 : APPARTEMENT S+2 À LOUER,1200 DT,1200,0,Ariana,Ennasr,0,2,2026-03-11 12:06:00,2026-03-11,3,2026,11,2,0,12,Matin,Printemps
jolie s2 a louer,700 DT,700,0,Ariana,Manar,0,2,2026-03-10 15:36:00,2026-03-10,3,2026,10,1,0,15,Après-midi,Printemps
Superbe Duplex S+4 avec jardin à La Soukra,3200 DT,3200,4,Ariana,La Soukra,0,4,2026-03-10 15:36:00,2026-03-10,3,2026,10,1,0,15,Après-midi,Printemps
ENNASR 1 – S+3 Haut Standing A VENDRE,470000 DT,470000,0,Ariana,Ennasr,0,3,2026-03-09 10:24:00,2026-03-09,3,2026,9,0,0,10,Matin,Printemps
📍BORJ LOUZIR BEHI EL ADGHAM: un rdv S+2 A VENDRE U,170000 DT,170000,1,Ariana,Borj Louzir,1,2,2026-03-09 10:24:00,2026-03-09,3,2026,9,0,0,10,Matin,Printemps
ENNASR 2: S+4 SPACIEUX A VENDRE,570000 DT,570000,1,Ariana,Ennasr,1,4,2026-03-09 10:24:00,2026-03-09,3,2026,9,0,0,10,Matin,Printemps
ENNASR 2 : APPARTEMENT S+3 MEUBLÉ À LOUER,2400 DT,2400,0,Ariana,Ennasr,0,3,2026-03-09 09:32:00,2026-03-09,3,2026,9,0,0,9,Matin,Printemps
JARDINS D’EL MENZAH 2 : APPARTEMENT S+4 A LOUER,1750 DT,1750,0,Ariana,Jardins D'el Menzah,0,4,2026-03-09 09:32:00,2026-03-09,3,2026,9,0,0,9,Matin,Printemps
📍MENZAH 9C : S+1 A LOUER,1100 DT,1100,0,Ariana,Menzah,0,1,2026-03-09 09:32:00,2026-03-09,3,2026,9,0,0,9,Matin,Printemps
S1 meublé Ennasr2 haut standing pour étranger,1200 DT,1200,0,Ariana,Ennasr,0,1,2026-03-08 19:57:00,2026-03-08,3,2026,8,6,1,19,Soir,Printemps
RIADH EL ANDALOUS – S+3 À VENDRE,406000 DT,406000,1,Ariana,Ghazela,1,3,2026-03-08 16:51:00,2026-03-08,3,2026,8,6,1,16,Après-midi,Printemps
jolie studio a louer,600 DT,600,4,Ariana,Manar,0,0,2026-03-07 10:53:00,2026-03-07,3,2026,7,5,1,10,Matin,Printemps
jolie s2 meublée a louer,1300 DT,1300,0,Ariana,Manar,0,2,2026-03-07 10:50:00,2026-03-07,3,2026,7,5,1,10,Matin,Printemps
BORJ BACCOUCHE ( EN FACE CETRE URBAIN NORD ) APPARTEMENT S+1,1200 DT,1200,0,Ariana,Ariana Ville,0,1,2026-03-07 08:45:00,2026-03-07,3,2026,7,5,1,8,Matin,Printemps
ENNASR 2 : S+3 À VENDRE,430000 DT,430000,1,Ariana,Ennasr,1,3,2026-03-07 08:45:00,2026-03-07,3,2026,7,5,1,8,Matin,Printemps
jolie s0 a louer,650 DT,650,0,Ariana,Menzah,0,0,2026-03-06 12:37:00,2026-03-06,3,2026,6,4,0,12,Matin,Printemps
jolie appartement s2,800 DT,800,0,Ariana,Manar,0,2,2026-03-06 10:52:00,2026-03-06,3,2026,6,4,0,10,Matin,Printemps
a vendre un appartement S+2 à El Menzah 9C,0 DT,0,1,Ariana,Menzah,1,2,2026-03-05 09:34:00,2026-03-05,3,2026,5,3,0,9,Matin,Printemps
ENNASR 2: S+1 RICHEMENT MEUBLÉ À LOUER,1050 DT,1050,0,Ariana,Ennasr,0,1,2026-03-05 01:47:00,2026-03-05,3,2026,5,3,0,1,Nuit,Printemps
MENZAH 6 : APPARTEMENT S+3 TOTALEMENT RÉNOVÉ A LOUER,1900 DT,1900,0,Ariana,Menzah,0,3,2026-03-05 01:46:00,2026-03-05,3,2026,5,3,0,1,Nuit,Printemps
A Louer etage de villa s+2 à Riadh Andalouse,900 DT,900,0,Ariana,Ariana Ville,0,2,2026-03-04 16:37:00,2026-03-04,3,2026,4,2,0,16,Après-midi,Printemps
A Louer Appartement S+3 à El Manar 2,1200 DT,1200,0,Ariana,Manar,0,3,2026-03-04 16:37:00,2026-03-04,3,2026,4,2,0,16,Après-midi,Printemps
A louer appartement S+1 à Ennasr,950 DT,950,0,Ariana,Ennasr,0,1,2026-03-04 16:37:00,2026-03-04,3,2026,4,2,0,16,Après-midi,Printemps
A Louer Appartement S+2 à (Cité Noor Jaafar),600 DT,600,0,Ariana,Ghazela,0,2,2026-03-04 16:37:00,2026-03-04,3,2026,4,2,0,16,Après-midi,Printemps
Appartement S4 Meublé à Centre Urbain Nord,3800 DT,3800,0,Ariana,Ariana Ville,0,4,2026-03-04 16:37:00,2026-03-04,3,2026,4,2,0,16,Après-midi,Printemps
a Louer appartement S+3 à Ennasr,1500 DT,1500,0,Ariana,Ennasr,0,3,2026-03-04 16:37:00,2026-03-04,3,2026,4,2,0,16,Après-midi,Printemps
À louer en exclusivité Un app S+2 jamais habité à La Soukra,1600 DT,1600,0,Ariana,La Soukra,0,2,2026-03-03 09:14:00,2026-03-03,3,2026,3,1,0,9,Matin,Printemps
